Movie Name,Kevin's Rating,Unnamed: 2,Watch Date,Ryan's Rating,Sebastian's Rating,Darrell's rating ,DB ID,IMDB ID,Long Title,IMDB URL (don't edit me),Corrected IMDB (edit me!),year,rating,runtimes,genres,votes,director,cast,writer,production companies
Sing Street,9/10,,2024-05-07,,,,3544112,3544112,Sing Street (2016),https://www.imdb.com/title/tt3544112,,2016,7.9,106,"['Comedy', 'Drama']",103935,['0138809'],"['6916321', '5801651', '0448204', '2930503', '0318821', '2498053', '7860900', '7860901', '7603308', '0943614', '0449048', '3912874', '4860644', '2377903', '0687692', '8302510', '7874348', '4625381', '6874698', '0568362', '4113743', '5322546', '4969183', '8302511', '4956846', '0736237']","['8823854', None, '0138809']","['0487903', '0470081', '0251858', '0470082', '0190175', '0037203']"
Curious Case of Benjamin Button,8/10,,2024-05-07,,,,0421715,0421715,The Curious Case of Benjamin Button (2008),https://www.imdb.com/title/tt0421715,,2008,7.8,166,"['Drama', 'Fantasy']",716831,['0000399'],"['0000949', '0000093', '0000566', '0150330', '0000480', '1251245', '2164690', '1767280', '0582726', '0002076', '0899087', '0003861', '1376366', '0378245', '0991810', '0354902', '0639403', '0957069', '0045924', '0625280', '2765489', '0629634', '2745589', '1568944', '0813902', '1102577', '0361381', '1247999', '0412378', '0869951', '0364813', '0504183', '3119035', '2295293', '0263577', '0187199', '1821261', '1947581', '0037118', '1577637', '0901679', '0842770', '0665485', '2857735', '1049015', '1453696', '2154316', '0035333', '0280409', '0634217', '0381043', '2622663', '0085952', '0084385', '0878807', '1638022', '2425105', '2628285', '2813682', '3121646', '2906198', '4035362', '2263293', '2681123', '2584686', '2491183', '2931894', '2393583', '0107573', '2663872', '0127862', '0139361', '2090194', '9229495', '1591432', '1662384', '1393448', '1815608', '1189253', '0276810', '0280850', '2837818', '2369350', '7196640', '3145630', '0320723', '2676738', '2654818', '2932484', '2950489', '2590356', '0366655', '2613491', '2704581', '1478365', '2710894', '0416532', '10216180', '2562008', '2497257', '2525345', '2773262', '0443248', '2460164', '2841197', '2530131', '2659181', '6535242', '2369292', '1897496', '1891863', '7674206', '2320772', '1959019', '2984125', '1814057', '1952324', '1021905', '1975472', '5221289', '2744326', '2374610', '1911752', '2222168', '3796544', '2448878', '1393310', '0426205', '1947550', '0972105', '1675450', '1022948', '2758676', '3453514', '3204509', '1751504', '6601529', '2924402', '2284551', '1073777', '0898611', '4198808', '2468220', '1942856', '1484763', '2608561', '2674969', '2056936']","['0744839', None, '0744839', '0842523', None, '0280234']","['0002663', '0023400', '0013175']"
The Gray Man,7/10,,2024-05-12,,,,1649418,1649418,The Gray Man (2022),https://www.imdb.com/title/tt1649418,,2022,6.5,122,"['Action', 'Mystery']",254906,"['0751648', '0751577']","['0331516', '0262635', '1869101', '0000671', '3725055', '1333687', '0005569', '2074546', '0609944', '6253548', '0924154', '0649046', '2059117', '0186743', '0612534', '6740571', '7805172', '0005592', '10691547', '3070482', '4222619', '9026667', '1086150', '1097515', '7783663', '2726710', '0627604', '0903452', '13846435', '10639438', '7595166', '1855086', '2319252', '0962600', '1002960', '2369055', '6995434', '5596198', '0776993', '11242050', '3201821', '3631621', '9757312', '9209250', '6692393', '3059262', '8015069', '0137479', '5973282', '8687353', '8911677', '4230395', '9175657', '0103971', '11401027', '13846436', '3129534', '13508664', '3820379', '1089828', '13219916', '11923646', '13846438', '4631354', '2131846', '0004639', '5387462', '3699149', '10524083', '10081413', '3138357', '0379239', '9770643', '10083715', '12128658', '0278978', '9547900', '3942847', '5367048', '8760959', '8785540', '5687282', '0561728', '11015535', '8988260', '8447638', '0751648', '9092172', '1638355']","['0751648', '1321655', '1321656', None, '3892675']","['0295628', '0144901', '0268489', '0747900', '0017390']"
The Grand Budapest Hotel,7/10,,2024-05-12,,,,2278388,2278388,The Grand Budapest Hotel (2014),https://www.imdb.com/title/tt2278388,,2014,8.1,99,"['Adventure', 'Comedy']",918421,['0027572'],"['0000146', '0000719', '0023832', '0004778', '0000353', '0000156', '0000172', '0000179', '0000195', '0001570', '1519680', '0005403', '2244205', '0842770', '0929489', '0005562', '1727825', '0683978', '0901667', '0525518', '0548686', '1796924', '0400223', '0000837', '0001770', '0938645', '1753302', '6333279', '6333280', '6333281', '6333282', '0163571', '6333283', '1440081', '6333284', '6333285', '0776124', '2607533', '6333286', '6333287', '6096597', '6363095', '1340602', '6333288', '2840520', '3363718', '6333289', '6333316', '4312506', '6333317', '6333318', '6333319', '6333320', '3153953', '6333321', '6333322', '0471079', '6333323', '3158417', '6333324', '6333325', '6333326', '6333327', '6333328', '0718030', '0920574', '0655947', '0143819', '0881963', '0360515', '0534321', '3086851', '0819544', '2162912', '3517822', '3907145', '1941899', '3604409', '0072749', '0559329', '6333367', '6333368', '6333369', '6333370', '6333371', '6333372', '2348627', '1669820', '0814458', '0830105', '0874503', '3513522', '0917457', '0838082', '1944802', '0003054', '6333373', '5162803', '6333374', '4506678', '4730922']","['0959003', None, '0027572', None, '0027572', '2450453']","['0982337', '0215519', '0053177', '0108325', '0420822', '0093765']"
Mother of the Bride,4/10,,2024-05-13,,,,26926267,26926267,Mother of the Bride (2024),https://www.imdb.com/title/tt26926267,,2024,4.8,88,"['Comedy', 'Drama']",16503,['0914132'],"['0000222', '1388927', '0000973', '0006713', '4148614', '0614877', '0567912', '0190497', '0733541', '6574485', '0095465', '10251262', '8204143', '15626134', '15626135', '12914706', '15626137', '15343719', '2534526', '15678001', '14011590', '15343718', '14833397', '4692353']",['0076820'],"['0082064', '0071430']"
Blended,9/10,,2024-05-13,,,,1086772,1086772,Blended (2014),https://www.imdb.com/title/tt1086772,,2014,6.5,117,"['Comedy', 'Romance']",150564,['0178997'],"['0001191', '0000106', '0005265', '0187719', '1018488', '2254074', '0570364', '0628951', '3148043', '4758216', '3409535', '4865040', '2417490', '4706267', '0641944', '0665830', '0864490', '3927383', '2490721', '1285524', '0000793', '0128918', '0947044', '6480488', '0322325', '5638331', '0184445', '0379056', '6480489', '0761977', '0032509', '6480490', '6480499', '6480500', '5702998', '6480501', '6480502', '6480503', '1840114', '6480504', '4382665', '1944055', '3013333', '5422888', '2510980', '4007976', '0521781', '2636836', '0602813', '0123946', '6480562', '0829997', '6480563', '6480564', '6480565', '6480566', '6480567', '6480568', '6480569', '5593149', '0574844', '6480570', '6480571', '6480572', '2954734', '1062195', '0367445', '1665399', '8352912', '6167483', '6338157', '5722496', '5894632', '10495103', '6017509', '4423968', '1264672', '2146730', '6491113', '6253652', '8949200', '6019673', '6503350', '0578771', '4366526', '5302885', '6863080', '6863081', '0784771', '5663811', '4606767', '4798461', '7049589']","['0578771', '0784771']","['0391448', '0059609', '0033868', '0002663']"
Madame Webb,3/10,,2024-05-14,,,,11057302,11057302,Madame Web (2024),https://www.imdb.com/title/tt11057302,,2024,4.0,116,"['Action', 'Adventure']",98175,['1237416'],"['0424848', '2858875', '5097044', '9305936', '2588665', '0258402', '0731075', '0004395', '2628935', '0541082', '0946962', '6067342', '0989156', '15284509', '14603169', '4254715', '3608877', '0005007', '12823827', '1724457', '4121885', '1488998', '0794912', '10167633', '5745454', '4987639', '2728453', '4024589', '8783461', '0857834', '4512419', '13400895', '14511467', '13187910', '14251811', '7371602', '11523765', '13186630', '12625660', '10788827', '7790911', '7153209', '3984816', '11536235', '7683074', '7339951', '6935954', '8452198', '11054330', '0660244', '13341736', '2820631', '3491108', '0577815', '13413754', '12906073', '11853182']","['1948885', '2332952', '1491771', '1237416', None, '2596636', '1948885', '2332952', None, '1259714', '1348210', None, '0498278', '0228492']","['0050868', '0117723', '0047120', '0420822', '0877032']"
Living With Leopards (Documentary),6/10,,2024-05-15,,,,32138821,32138821,Living with Leopards (2024),https://www.imdb.com/title/tt32138821,,2024,7.4,71,['Documentary'],796,['1950742'],"['1492139', '1950742']",,
Bottoms,6/10,,2024-05-16,,,,17527468,17527468,Bottoms (2023),https://www.imdb.com/title/tt17527468,,2023,6.7,91,['Comedy'],51330,['7681231'],"['6976735', '8731249', '9342097', '10023988', '7333021', '5954280', '2861126', '2834234', '0231436', '9790618', '5310495', '9943418', '4193818', '0701818', '2229775', '10646891', '2467078', '6261591', '11085947', '2051427', '13709336', '9855542', '13609465', '9904787', '13747492', '4677841', '13491974', '9780347', '13919431', '10942236', '14271915', '10818212', '12776261', '7315119', '11387669']","['7681231', '6976735']","['0001995', '0283926']"
Water Boy,7/10,,2024-05-17,,,,120484,120484,The Waterboy (1998),https://www.imdb.com/title/tt0120484,,1998,6.2,90,"['Comedy', 'Sport']",184316,['0178997'],"['0001191', '0000870', '0001857', '0000103', '0715274', '0319142', '0163703', '0200601', '0521781', '0925987', '0397212', '0184445', '0001705', '0390845', '0463767', '0178997', '0852569', '0060833', '0362807', '0083253', '0712076', '0611202', '0723365', '0267656', '0267659', '0181153', '0184752', '0288599', '0288679', '0425384', '0615554', '0665830', '0841712', '0852753', '0927833', '0930848', '0457762', '0063075', '14873785', '0637441', '0842508', '0527259', '0309457', '1357992', '0717327', '0937870', '0019519', '0905857', '0056580', '0316407', '0777359', '13550717', '1847795', '1926967', '1869369', '8422973', '0112393', '1173666', '0218681', '6420689', '5241466', '0333331', '1745202', '0339454', '0373722', '9089521', '0472433', '4188873', '0540134', '1633214', '1790576', '1836703', '0570235', '0574638', '6944810', '1061563', '2566548', '1662622', '1107047', '0641319', '2019815', '0747447', '0761500', '1070227', '8039809', '1931862', '0810331', '3503794', '1112890', '0860791', '0863989', '1998600']","['0379056', '0001191']","['0049348', '0033486', '0046561']"
Migration,5/10,,2024-05-18,,,,6495056,6495056,Migration (2023),https://www.imdb.com/title/tt6495056,,2023,6.6,83,"['Animation', 'Adventure']",38925,"['2883649', '3157077']","['3529685', '14793320', '0006969', '8647189', '5097044', '0000362', '0001406', '5377144', '1221047', '0593267', '4846460', '0016141', '2713785', '1181407', '1980534', '1570033', '0218555', '14139233', '0311048', '2194956', '0027599', '0363641', '0376909', '0364456', '2765391', '1336916', '11071885', '0628170', '1269669', '9467873', '0655134', '6042256', '0714133', '1150648', '0719208', '2883649', '2430882', '1695306', '0918198', '0933281']","['0925234', None, '0925234', '2883649', None, '0202425', '4784114']","['0005073', '0221986', '0169264', '0055529']"
South Park NSFW Special,7/10,,2024-05-21,,,,30505159,30505159,South Park (Not Suitable for Children) (2023) (TV),https://www.imdb.com/title/tt30505159,,2023,7.3,46,"['Animation', 'Comedy']",5613,['0005295'],"['0005295', '0001778', '0829181', '1456471', '0859027', '0096935', '8444897', '9475135', '15630980', '7571428', '15630981', '15630982', '15630983', '15630984', '12530467', '15630985', '15637491', '15637492']","['0005295', None, '0005295', '0001778', None, '0333536']","['0074014', '0849655', '0347885']"
The Social Network,9/10,,2024-05-21,9,,,1285016,1285016,The Social Network (2010),https://www.imdb.com/title/tt1285016,,2010,7.8,120,"['Biography', 'Drama']",783931,['0000399'],"['0251986', '1913734', '3728884', '2951481', '0001515', '2557308', '1940449', '1114723', '4087600', '4088378', '1498872', '1498874', '2590079', '1879820', '1719288', '0942901', '0515225', '2388037', '0263141', '0337091', '0315288', '0429069', '0035650', '3943473', '2309517', '2966488', '1540404', '0782978', '0747398', '0006488', '3229020', '4088352', '3786847', '4087817', '3408462', '3734595', '2128704', '3170451', '4088294', '3118722', '4088794', '3700600', '2793261', '1648492', '1107106', '0814259', '1679802', '1173746', '2974421', '0766662', '2336180', '0005493', '0424848', '0511051', '0881703', '1509057', '0815070', '1751251', '3683333', '2243221', '3500747', '3647456', '4088793', '3037819', '4088753', '3605564', '4087545', '4087938', '4088096', '3934433', '4087684', '4088245', '4088427', '4087903', '4088298', '4088292', '4088444', '4087565', '4087751', '4090025', '1255793', '1422716', '0370753', '0611407', '2235404', '1543212', '0006720', '2300330', '0005120', '0493013', '0390253', '0177970', '1169053', '3312826', '1014436', '2044920', '2655177', '0891825', '0857107', '3083906', '2952394', '3795134', '3880288', '0837437', '1488998', '3376290', '2104733', '3069288', '3400494', '3192883', '3904344', '4083395', '3773122', '1024123', '4513471', '3211693', '3072165', '2286745', '1669911', '2551852', '3438162', '7887484', '2452098', '3864051', '2604509', '0002076', '1585038', '1700715', '4366309', '2584203', '1219010', '3920010', '3310142', '3710499', '1035503', '3112215', '2897828', '4296389', '3895992', '3865928', '4943025', '3682346', '3534666', '6283590', '1976543', '3299998', '3977407', '10651100', '3765629', '3880598', '3143119', '1021905', '2788055', '4049197', '7419291', '4102565', '6045535', '4304151', '2340071', '1325050', '8324220', '3866329', '0692013', '3806958', '4274853', '1823053', '3935609', '2052929', '1651474', '3592005', '1600050', '2747253', '3775497', '3916139', '3130676', '4538544', '4399315', '2287127', '4456655', '1821500', '3560746', '3196368', '8928720', '2397098', '4887203', '0863473', '3916896', '2811187', '3730451', '3754272', '9968310', '4544737', '3471143', '5439319']","['0815070', None, '0583826']","['0050868', '0142678', '0093765', '0174505', '0148949']"
Prey,8/10,,2024-05-22,,,,11866324,11866324,Prey (2022),https://www.imdb.com/title/tt11866324,,2022,7.1,100,"['Action', 'Adventure']",244602,['0870469'],"['1690270', '13396806', '10867068', '11901532', '0861969', '2539870', '0558774', '7121620', '1116945', '1692766', '13297228', '8702912', '12388460', '10970427', '6754843', '13905778', '13905779', '13898988', '7818360', '1641152', '13747823', '7197980', '8476553', '4336683', '5238868', '0940430', '0319266', '9513292', '5071020', '0134889', '13907145', '5986727', '2542895', '2321115']","['1725034', None, '1725034', '0870469', None, '0859029', '0859049']","['0781821', '0022730', '0041635']"
Green Book,9/10,,2024-05-23,,,,6966692,6966692,Green Book (2018),https://www.imdb.com/title/tt6966692,,2018,8.2,130,"['Biography', 'Comedy']",623370,['0268380'],"['0001557', '0991810', '0004802', '1724319', '1221253', '2273391', '0126260', '0181288', '8337482', '4439921', '9918154', '0823155', '0542134', '0806002', '0240606', '9682528', '9691833', '8941213', '10263074', '9614140', '0885013', '5814494', '2180059', '2612326', '5199565', '10263075', '0930971', '5381015', '0857290', '3163713', '0885014', '2859756', '0148808', '0299969', '10263076', '1046808', '0280850', '5243717', '1126197', '2505507', '4896770', '10263077', '0436064', '6651234', '6464948', '3239993', '0899487', '2459782', '3766320', '2123952', '1018678', '0338715', '3309592', '1538838', '1667150', '4747279', '4406222', '1145617', '7542469', '1694797', '0826745', '2788999', '4075469', '2816158', '0192942', '9979320', '9792970', '4635997', '2931894', '9410739', '7297978', '6317422', '5307554', '9895452', '2452111', '9158727', '5453337', '3353194', '4131076', '9533389', '7014938', '8846371', '2499321', '5965594', '10216180', '6935328', '10240755', '9522568', '6932932', '5922047', '6993788', '2363046', '7779930', '1897496', '1891863', '10541624', '5566644', '8987932', '7419291', '3668469', '13545910', '9651372', '9819916', '7050521', '6570402', '3558936', '9389376', '10158587', '9376856']","['0885014', '0192942', '0268380']","['0132772', '0819670', '0646203', '0120476', '0482817', '0312960', '0948158', '0037906']"
