URL,name,len,Long Title
https://www.imdb.com/name/nm0796950/,Jerry Siegel,2,"['The Flash (2023)', 'The Lego Batman Movie (2017)']"
https://www.imdb.com/name/nm1157527/,Andrew Jay Cohen,2,"['Neighbors 2: Sorority Rising (2016)', 'Neighbors (2014)']"
https://www.imdb.com/name/nm0031976/,Judd Apatow,2,"['Fun with Dick and Jane (2005)', 'Knocked Up (2007)']"
https://www.imdb.com/name/nm1139293/,Jonathon E. Stewart,2,"['Cars 3 (2017)', 'Scoob! (2020)']"
https://www.imdb.com/name/nm0027011/,Ken Anderson,2,"['Melody Time (1948)', 'The Aristocats (1970)']"
https://www.imdb.com/name/nm5429637/,Christina Hodson,2,"['Birds of Prey (2020)', 'The Flash (2023)']"
https://www.imdb.com/name/nm0504327/,Elana Lesser,2,"[""Cats Don't Dance (1997)"", 'Mean Girls 2 (2011) (TV)']"
https://www.imdb.com/name/nm0567112/,Michael McCullers,2,"['Baby Mama (2008)', 'Ruby Gillman: Teenage Kraken (2023)']"
https://www.imdb.com/name/nm0309691/,John Gatins,2,"['Coach Carter (2005)', 'Kong: Skull Island (2017)']"
https://www.imdb.com/name/nm0748429/,Cliff Ruby,2,"['Mean Girls 2 (2011) (TV)', ""Cats Don't Dance (1997)""]"
https://www.imdb.com/name/nm1577281/,Rosalind Wiseman,2,"['Mean Girls (2024)', 'Mean Girls 2 (2011) (TV)']"
https://www.imdb.com/name/nm1557909/,Robert Siegel,2,"['The Founder (2016)', 'Turbo (2013)']"
https://www.imdb.com/name/nm0666791/,Cinco Paul,2,"['The Lorax (2012)', ""Cats Don't Dance (1997)""]"
https://www.imdb.com/name/nm1659741/,David Soren,2,"['Captain Underpants: The First Epic Movie (2017)', 'Turbo (2013)']"
https://www.imdb.com/name/nm3015467/,Mickey Rapkin,2,"['Pitch Perfect 2 (2015)', 'Pitch Perfect (2012)']"
https://www.imdb.com/name/nm0687937/,Eyal Podell,2,"['Scoob! (2020)', 'Cars 3 (2017)']"
https://www.imdb.com/name/nm0227704/,Paul Dini,2,"['Birds of Prey (2020)', 'Joker: Folie à Deux (2024)']"
https://www.imdb.com/name/nm0703078/,Ben Queen,2,"['Cars 2 (2011)', 'Cars 3 (2017)']"
https://www.imdb.com/name/nm0551926/,Anne-Marie Martin,2,"['Twister (1996)', 'Twisters (2024)']"
https://www.imdb.com/name/nm0551376/,William Moulton Marston,2,"['The Flash (2023)', 'The Lego Batman Movie (2017)']"
https://www.imdb.com/name/nm0809877/,Sarah Smith,2,"[""Ron's Gone Wrong (2021)"", 'Arthur Christmas (2011)']"
https://www.imdb.com/name/nm0333536/,Brian Graden,2,"['South Park (Not Suitable for Children) (2023) (TV)', 'South Park: The End of Obesity (2024)']"
https://www.imdb.com/name/nm3363032/,Ryan Coogler,2,"['Creed III (2023)', 'Creed (2015)']"
https://www.imdb.com/name/nm0334381/,Seth Grahame-Smith,2,"['The Lego Batman Movie (2017)', 'Beetlejuice Beetlejuice (2024)']"
https://www.imdb.com/name/nm0190859/,Alfonso Cuarón,2,"['Children of Men (2006)', 'Gravity (2013)']"
https://www.imdb.com/name/nm0185976/,Peter Craig,2,"['Top Gun: Maverick (2022)', 'Gladiator II (2024)']"
https://www.imdb.com/name/nm0178589/,Brad Copeland,2,"['Jerry and Marge Go Large (2022)', 'Spies in Disguise (2019)']"
https://www.imdb.com/name/nm0740115/,David Ronn,2,"['Norbit (2007)', 'Zookeeper (2011)']"
https://www.imdb.com/name/nm0345488/,Paul Guay,2,"['The Little Rascals (1994)', 'Liar Liar (1997)']"
https://www.imdb.com/name/nm0134224/,Kay Cannon,2,"['Pitch Perfect (2012)', 'Pitch Perfect 2 (2015)']"
https://www.imdb.com/name/nm0442109/,Charlie Kaufman,2,"['Orion and the Dark (2024)', 'Eternal Sunshine of the Spotless Mind (2004)']"
https://www.imdb.com/name/nm0888743/,James Vanderbilt,2,"['Zodiac (2007)', 'The Losers (2010)']"
https://www.imdb.com/name/nm0863622/,Bruce Timm,2,"['Joker: Folie à Deux (2024)', 'Birds of Prey (2020)']"
https://www.imdb.com/name/nm0001778/,Matt Stone,2,"['South Park: The End of Obesity (2024)', 'South Park (Not Suitable for Children) (2023) (TV)']"
https://www.imdb.com/name/nm0001054/,Joel Coen,2,"['The Big Lebowski (1998)', 'Fargo (1996)']"
